Timestamp,Open,High,Low,Close,Volume
2018-12-15 03:00:00+00:00,3200.0,3312.32,3000.0,3225.97,2.374006
2018-12-15 04:00:00+00:00,3225.97,3228.1,3205.58,3228.1,2.410518
2018-12-15 05:00:00+00:00,3228.1,3228.1,3204.06,3222.87,3.514068
2018-12-15 06:00:00+00:00,3225.68,3225.8,3199.87,3199.87,2.220411
2018-12-15 07:00:00+00:00,3199.88,3220.15,3191.44,3205.42,46.164846
2018-12-15 08:00:00+00:00,3194.0,3208.86,3191.96,3198.48,3.473252
2018-12-15 09:00:00+00:00,3191.94,3199.2,3145.83,3166.29,6.69941
2018-12-15 10:00:00+00:00,3162.75,3167.56,3124.31,3124.31,34.442058
2018-12-15 11:00:00+00:00,3124.31,3186.0,3124.31,3133.7,1.075121
2018-12-15 12:00:00+00:00,3125.1,3180.0,3124.31,3124.31,3.50425
2018-12-15 13:00:00+00:00,3140.01,3179.99,3124.3,3164.83,44.010104
2018-12-15 14:00:00+00:00,3156.99,3171.64,3138.15,3150.92,30.889169
2018-12-15 15:00:00+00:00,3154.07,3161.41,3130.99,3138.72,5.310251
2018-12-15 16:00:00+00:00,3138.74,3160.85,3138.41,3152.35,3.133076
2018-12-15 17:00:00+00:00,3154.41,3161.0,3142.18,3145.39,2.267204
2018-12-15 18:00:00+00:00,3154.32,3160.0,3141.55,3149.29,4.715708
2018-12-15 19:00:00+00:00,3149.29,3172.78,3149.29,3171.4,21.546627
2018-12-15 20:00:00+00:00,3172.78,3197.44,3156.63,3188.0,4.340953
2018-12-15 21:00:00+00:00,3188.0,3205.13,3157.68,3202.13,11.28042
2018-12-15 22:00:00+00:00,3207.7,3212.72,3192.03,3197.1,27.183192
2018-12-15 23:00:00+00:00,3189.79,3191.66,3177.12,3183.47,22.659215
2018-12-16 00:00:00+00:00,3183.47,3188.33,3179.0,3179.92,5.34663
2018-12-16 01:00:00+00:00,3183.09,3190.87,3178.54,3181.82,40.451696
2018-12-16 02:00:00+00:00,3180.51,3234.85,3180.5,3215.93,47.875058
2018-12-16 03:00:00+00:00,3215.93,3244.1,3215.93,3237.84,20.49458
2018-12-16 04:00:00+00:00,3237.84,3250.07,3236.8,3240.32,14.503312
2018-12-16 05:00:00+00:00,3233.89,3236.65,3231.05,3231.05,13.449921
2018-12-16 06:00:00+00:00,3238.27,3246.98,3238.27,3245.84,6.520152
2018-12-16 07:00:00+00:00,3245.84,3248.54,3215.6,3216.48,34.608179
2018-12-16 08:00:00+00:00,3225.37,3228.01,3207.96,3210.69,5.394338
2018-12-16 09:00:00+00:00,3216.4,3221.83,3208.77,3221.25,36.120095
2018-12-16 10:00:00+00:00,3221.52,3239.0,3221.52,3225.23,21.605652
2018-12-16 11:00:00+00:00,3235.0,3239.47,3222.4,3239.47,23.327322
2018-12-16 12:00:00+00:00,3239.49,3257.31,3233.63,3233.63,31.155555
2018-12-16 13:00:00+00:00,3233.63,3233.63,3218.0,3221.0,3.360903
2018-12-16 14:00:00+00:00,3221.0,3230.72,3191.3,3201.46,19.139502
2018-12-16 15:00:00+00:00,3205.13,3225.79,3189.39,3206.22,3.247323
2018-12-16 16:00:00+00:00,3211.55,3220.24,3208.0,3211.0,14.068311
2018-12-16 17:00:00+00:00,3220.24,3220.24,3201.0,3201.0,13.358677
2018-12-16 18:00:00+00:00,3201.0,3215.88,3200.0,3202.34,12.519934
2018-12-16 19:00:00+00:00,3203.34,3241.17,3203.34,3238.96,16.181033
2018-12-16 20:00:00+00:00,3225.0,3227.91,3218.73,3219.47,3.551602
2018-12-16 21:00:00+00:00,3221.66,3225.47,3207.7,3207.7,10.474615
2018-12-16 22:00:00+00:00,3205.13,3205.13,3184.71,3201.0,6.953416
2018-12-16 23:00:00+00:00,3201.0,3222.72,3192.34,3199.27,19.340723
2018-12-17 00:00:00+00:00,3192.69,3224.8,3192.69,3210.0,2.025987
2018-12-17 01:00:00+00:00,3211.0,3211.0,3191.07,3191.07,1.910165
2018-12-17 02:00:00+00:00,3190.22,3205.13,3187.25,3200.1,1.900675
2018-12-17 03:00:00+00:00,3205.13,3207.7,3199.87,3205.0,4.923708
2018-12-17 04:00:00+00:00,3207.68,3208.07,3197.44,3207.23,7.386148
2018-12-17 05:00:00+00:00,3207.23,3222.27,3202.15,3211.54,13.946837
2018-12-17 06:00:00+00:00,3215.14,3225.0,3215.13,3215.13,7.947669
2018-12-17 07:00:00+00:00,3216.75,3246.0,3214.68,3235.01,36.655374
2018-12-17 08:00:00+00:00,3233.41,3254.45,3232.54,3240.67,81.941718
2018-12-17 09:00:00+00:00,3231.61,3245.24,3231.58,3234.79,6.783455
2018-12-17 10:00:00+00:00,3234.79,3246.34,3228.28,3233.91,7.181643
2018-12-17 11:00:00+00:00,3235.62,3242.62,3229.74,3242.11,21.143248
2018-12-17 12:00:00+00:00,3242.11,3393.97,3237.35,3385.65,211.584284
2018-12-17 13:00:00+00:00,3394.0,3425.0,3372.0,3389.21,63.988158
2018-12-17 14:00:00+00:00,3391.0,3413.44,3384.54,3393.26,39.337003
2018-12-17 15:00:00+00:00,3393.24,3405.98,3377.01,3403.04,21.451165
2018-12-17 16:00:00+00:00,3403.4,3435.76,3394.43,3424.76,15.400932
2018-12-17 17:00:00+00:00,3424.76,3441.03,3406.0,3427.0,60.117211
2018-12-17 18:00:00+00:00,3424.14,3523.0,3422.0,3522.36,42.661506
2018-12-17 19:00:00+00:00,3528.0,3569.0,3450.08,3519.93,76.356538
2018-12-17 20:00:00+00:00,3525.0,3587.35,3525.0,3542.23,85.21011
2018-12-17 21:00:00+00:00,3557.82,3557.82,3467.83,3495.0,306.094519
2018-12-17 22:00:00+00:00,3495.0,3513.94,3480.0,3480.02,38.085554
2018-12-17 23:00:00+00:00,3480.02,3507.63,3437.28,3494.65,9.906684
2018-12-18 00:00:00+00:00,3507.62,3530.45,3480.03,3491.6,43.21401
2018-12-18 01:00:00+00:00,3491.81,3506.85,3477.86,3493.65,9.234356
2018-12-18 02:00:00+00:00,3493.65,3518.69,3489.77,3502.24,44.295365
2018-12-18 03:00:00+00:00,3508.0,3539.82,3499.41,3532.6,9.19037
2018-12-18 04:00:00+00:00,3526.1,3529.06,3514.27,3519.0,14.366086
2018-12-18 05:00:00+00:00,3519.33,3519.33,3475.64,3475.64,19.066279
2018-12-18 06:00:00+00:00,3475.84,3504.46,3475.64,3488.69,6.465125
2018-12-18 07:00:00+00:00,3489.59,3508.55,3489.59,3503.34,15.421239
2018-12-18 08:00:00+00:00,3503.34,3512.63,3437.24,3446.76,62.382149
2018-12-18 09:00:00+00:00,3445.14,3452.92,3428.34,3443.39,74.911167
2018-12-18 10:00:00+00:00,3443.39,3468.97,3436.14,3461.11,12.997724
2018-12-18 11:00:00+00:00,3461.11,3491.27,3440.37,3476.76,19.526243
2018-12-18 12:00:00+00:00,3478.23,3480.0,3457.5,3479.84,43.873237
2018-12-18 13:00:00+00:00,3474.0,3546.09,3469.86,3532.0,181.499125
2018-12-18 14:00:00+00:00,3532.0,3570.0,3512.25,3567.59,145.004971
2018-12-18 15:00:00+00:00,3566.55,3569.99,3505.34,3505.34,44.55153
2018-12-18 16:00:00+00:00,3510.5,3536.14,3510.5,3515.97,22.328526
2018-12-18 17:00:00+00:00,3524.31,3536.53,3493.15,3517.0,20.909123
2018-12-18 18:00:00+00:00,3510.0,3510.0,3473.84,3494.06,102.252739
2018-12-18 19:00:00+00:00,3494.06,3530.0,3491.85,3526.24,48.037198
2018-12-18 20:00:00+00:00,3529.52,3550.0,3499.22,3500.0,40.543977
2018-12-18 21:00:00+00:00,3504.99,3543.0,3504.46,3535.0,42.232934
2018-12-18 22:00:00+00:00,3535.0,3576.66,3525.89,3563.57,52.228877
2018-12-18 23:00:00+00:00,3558.07,3683.35,3558.0,3670.11,176.607277
2018-12-19 00:00:00+00:00,3673.18,3695.32,3638.96,3666.52,54.883222
2018-12-19 01:00:00+00:00,3666.52,3713.69,3651.93,3689.75,60.601054
2018-12-19 02:00:00+00:00,3694.16,3756.09,3674.78,3718.71,38.049343
2018-12-19 03:00:00+00:00,3718.71,3766.98,3711.46,3750.0,40.543449
2018-12-19 04:00:00+00:00,3750.07,3759.99,3705.07,3719.99,31.769644
2018-12-19 05:00:00+00:00,3714.62,3737.63,3711.34,3735.57,68.387922
2018-12-19 06:00:00+00:00,3737.63,3760.95,3712.15,3732.17,25.956418
2018-12-19 07:00:00+00:00,3726.14,3726.14,3682.95,3711.19,31.889337
2018-12-19 08:00:00+00:00,3713.0,3726.81,3700.0,3723.84,31.154345
2018-12-19 09:00:00+00:00,3727.22,3765.01,3720.0,3734.8,33.634474
2018-12-19 10:00:00+00:00,3734.77,3792.31,3720.64,3780.97,60.178452
2018-12-19 11:00:00+00:00,3780.47,3831.71,3769.45,3820.35,91.769257
2018-12-19 12:00:00+00:00,3820.32,3846.8,3782.42,3828.18,42.687202
2018-12-19 13:00:00+00:00,3828.5,3920.0,3825.76,3863.72,97.398669
2018-12-19 14:00:00+00:00,3863.37,3878.37,3775.33,3776.0,157.829442
2018-12-19 15:00:00+00:00,3779.86,3820.72,3740.0,3769.38,315.537966
2018-12-19 16:00:00+00:00,3766.41,3811.27,3760.0,3800.28,219.848445
2018-12-19 17:00:00+00:00,3800.56,3856.0,3740.0,3789.71,205.837875
2018-12-19 18:00:00+00:00,3783.6,3813.87,3763.51,3792.44,134.380473
2018-12-19 19:00:00+00:00,3788.61,3813.88,3765.0,3770.0,163.976224
2018-12-19 20:00:00+00:00,3770.0,3775.63,3705.43,3730.46,344.214663
2018-12-19 21:00:00+00:00,3723.84,3730.0,3618.53,3660.87,202.491317
2018-12-19 22:00:00+00:00,3663.7,3722.76,3661.87,3715.25,92.963768
2018-12-19 23:00:00+00:00,3715.23,3725.81,3674.96,3676.32,109.259866
2018-12-20 00:00:00+00:00,3672.15,3722.97,3657.23,3719.74,83.540034
2018-12-20 01:00:00+00:00,3712.6,3749.95,3703.04,3741.46,48.600603
2018-12-20 02:00:00+00:00,3741.45,3760.78,3718.89,3726.09,41.559969
2018-12-20 03:00:00+00:00,3724.26,3736.51,3703.65,3720.41,32.783046
2018-12-20 04:00:00+00:00,3716.04,3743.01,3710.0,3743.01,21.828516
2018-12-20 05:00:00+00:00,3736.54,3742.81,3685.21,3688.12,47.086927
2018-12-20 06:00:00+00:00,3693.99,3720.77,3673.03,3708.81,42.024705
2018-12-20 07:00:00+00:00,3708.81,3734.61,3691.64,3732.21,30.025903
2018-12-20 08:00:00+00:00,3734.74,4027.0,3734.74,3977.8,343.390642
2018-12-20 09:00:00+00:00,3973.98,4079.94,3973.98,4077.49,242.606884
2018-12-20 10:00:00+00:00,4068.21,4109.0,4007.0,4054.04,190.00954
2018-12-20 11:00:00+00:00,4054.04,4109.0,4000.0,4022.9,77.624169
2018-12-20 12:00:00+00:00,4020.01,4081.93,4019.25,4072.73,169.529655
2018-12-20 13:00:00+00:00,4074.55,4112.49,3963.31,4011.23,367.436122
2018-12-20 14:00:00+00:00,4009.31,4037.35,3980.45,4018.25,258.122503
2018-12-20 15:00:00+00:00,4024.04,4070.0,3983.67,4024.32,198.315083
2018-12-20 16:00:00+00:00,4024.33,4160.0,3992.28,4128.97,211.512924
2018-12-20 17:00:00+00:00,4131.11,4170.0,4030.06,4065.28,210.342141
2018-12-20 18:00:00+00:00,4059.41,4078.97,4010.03,4046.67,62.443919
2018-12-20 19:00:00+00:00,4053.01,4075.08,4019.07,4042.88,38.500599
2018-12-20 20:00:00+00:00,4050.36,4057.28,3876.0,3895.86,98.831005
2018-12-20 21:00:00+00:00,3891.0,4000.0,3876.02,3994.6,47.063474
2018-12-20 22:00:00+00:00,3996.23,4092.0,3994.45,4065.07,38.582151
2018-12-20 23:00:00+00:00,4065.07,4093.05,4044.54,4074.68,35.438235
2018-12-21 00:00:00+00:00,4069.39,4074.68,4018.23,4060.0,37.630156
2018-12-21 01:00:00+00:00,4055.03,4152.35,4029.92,4129.36,38.435611
2018-12-21 02:00:00+00:00,4129.95,4152.35,4003.54,4041.91,75.691522
2018-12-21 03:00:00+00:00,4041.91,4054.78,3972.64,4051.21,29.320161
2018-12-21 04:00:00+00:00,4051.21,4054.79,4001.0,4020.53,26.657252
